Date,Open,High,Low,Close,Adj Close,Volume
2023-04-01,102.669998,109.629997,102.379997,108.220001,108.220001,461670700
2023-05-01,107.720001,127.050003,104.500000,123.370003,123.370003,620317400
2023-06-01,123.500000,129.550003,116.910004,120.970001,120.970001,521386300
2023-07-01,120.320000,134.070007,115.830002,133.110001,133.110001,525456900
2023-08-01,130.854996,138.399994,127.000000,137.350006,137.350006,463482000
2023-09-01,138.429993,139.929993,128.190002,131.850006,131.850006,389593900
2023-10-01,132.154999,142.380005,121.459999,125.300003,125.300003,514877100
2023-11-01,125.339996,141.100006,124.925003,133.919998,133.919998,405635900
2023-12-01,133.320007,143.945007,129.399994,140.929993,140.929993,482059400
2024-01-01,139.600006,155.199997,136.850006,141.800003,141.800003,428771200
2024-02-01,143.690002,150.695007,136.639999,139.779999,139.779999,475231400
2024-03-01,139.610001,140.000000,131.550003,132.559998,132.559998,123685200
